date,total,O,A,B,AB
2024-09-07,33891,8128,11244,10823,3696
2024-09-08,34515,8330,11432,11002,3751
2024-09-09,33150,7910,10867,10759,3614
2024-09-10,32164,7438,10599,10635,3492
2024-09-11,30687,7101,9993,10318,3275
2024-09-12,30492,7036,9836,10430,3190
2024-09-13,30863,7009,10147,10497,3210
2024-09-14,32606,7570,10660,10977,3399
2024-09-15,33353,7849,10963,11154,3387
2024-09-16,31502,7353,10315,10623,3211
2024-09-17,29729,6836,9696,10167,3030
2024-09-18,29157,6728,9496,9966,2967
2024-09-19,28372,6507,9267,9677,2921
2024-09-20,28112,6446,9094,9725,2847
2024-09-21,29508,6954,9577,9996,2981
2024-09-22,30321,7183,9916,10165,3057
2024-09-23,28368,6562,9218,9717,2871
2024-09-24,27200,6325,8821,9349,2705
2024-09-25,25469,5911,8187,8830,2541
2024-09-26,24567,5668,7824,8636,2439
2024-09-27,24808,5803,7807,8677,2521
2024-09-28,27787,6626,8860,9498,2803
2024-09-29,29488,7106,9539,9863,2980
2024-09-30,28165,6660,9043,9529,2933
2024-10-01,25764,5976,8256,8934,2598
2024-10-02,25633,5969,8238,8813,2613
2024-10-03,25647,5982,8300,8791,2574
2024-10-04,26024,6154,8393,8857,2620
2024-10-05,27577,6506,9034,9287,2750
2024-10-06,27799,6593,9143,9276,2787
2024-10-07,26571,6191,8790,9047,2543
2024-10-08,25165,5864,8337,8768,2196
2024-10-09,25034,5827,8338,8688,2181
2024-10-10,23890,5716,7830,8257,2087
2024-10-11,25187,6062,8284,8593,2248
2024-10-12,27817,6860,9145,9285,2527
2024-10-13,28463,7122,9352,9398,2591
2024-10-14,26528,6637,8716,8828,2347
2024-10-15,24708,6112,8097,8373,2126
2024-10-16,24172,6052,7829,8254,2037
2024-10-17,23806,5909,7811,8126,1960
2024-10-18,23012,5670,7511,7882,1949
2024-10-19,24634,6146,8125,8315,2048
2024-10-20,25218,6346,8391,8426,2055
2024-10-21,23363,5863,7774,7894,1832
2024-10-22,22036,5577,7155,7611,1693
2024-10-23,21265,5341,6968,7344,1612
2024-10-24,21330,5358,7008,7265,1699
2024-10-25,22215,5693,7331,7320,1871
2024-10-26,24583,6427,8185,7873,2098
2024-10-27,24810,6551,8303,7908,2048
2024-10-28,23714,6240,8006,7561,1907
2024-10-29,23695,6231,8005,7588,1871
2024-10-30,23471,6194,7869,7561,1847
2024-10-31,24121,6350,8038,7791,1942
2024-11-01,24370,6390,8092,7749,2139
2024-11-02,26644,7054,8913,8317,2360
2024-11-03,27566,7368,9216,8522,2460
2024-11-04,26594,7095,8969,8303,2227
2024-11-05,26101,7024,8820,8049,2208
2024-11-06,26259,7149,8846,8059,2205
2024-11-07,25675,6959,8693,7886,2137
2024-11-08,26193,7086,8965,7906,2236
2024-11-09,28275,7644,9716,8481,2434
2024-11-10,29308,7962,10074,8729,2543
2024-11-11,27540,7414,9428,8323,2375
2024-11-12,26424,7042,9113,7983,2286
2024-11-13,26329,6951,9077,8052,2249
2024-11-14,25938,6811,8821,8032,2274
2024-11-15,26631,6972,9038,8203,2418
2024-11-16,29433,7766,9982,8951,2734
2024-11-17,30344,7967,10331,9254,2792
2024-11-18,29146,7477,10016,9030,2623
2024-11-19,29297,7424,9992,9349,2532
2024-11-20,29204,7505,9881,9335,2483
2024-11-21,29860,7651,10038,9598,2573
2024-11-22,31879,8108,10803,10085,2883
2024-11-23,33980,8735,11605,10612,3028
2024-11-24,35262,9138,12025,10930,3169
2024-11-25,34747,8958,11714,10959,3116
2024-11-26,34458,8846,11537,10956,3119
2024-11-27,33722,8658,11195,10747,3122
2024-11-28,33870,8803,11250,10723,3094
2024-11-29,35168,9171,11639,11149,3209
2024-11-30,38191,10055,12609,12012,3515
2024-12-01,38805,10197,12885,12156,3567
2024-12-02,37902,9955,12600,11926,3421
2024-12-03,36874,9555,12306,11798,3215
2024-12-04,35209,9076,11575,11544,3014
2024-12-05,34171,8818,11223,11268,2862
2024-12-06,35005,9135,11405,11519,2946
2024-12-07,36749,9651,12037,11943,3118
2024-12-08,38030,10059,12493,12241,3237
2024-12-09,36572,9707,11929,11822,3114
2024-12-10,35586,9344,11643,11648,2951
2024-12-11,34916,9207,11384,11474,2851
2024-12-12,34291,9130,11087,11387,2687
2024-12-13,36443,9799,11736,11919,2989
2024-12-14,38714,10524,12576,12371,3243
2024-12-15,39774,10805,13005,12579,3385
2024-12-16,39086,10515,12650,12631,3290
2024-12-17,39238,10463,12658,12770,3347
2024-12-18,38628,10244,12450,12680,3254
2024-12-19,37929,10062,12236,12502,3129
2024-12-20,39726,10583,12740,12986,3417
2024-12-21,41755,11145,13477,13520,3613
2024-12-22,43375,11706,14002,13910,3757
2024-12-23,43656,11626,14042,14232,3756
2024-12-24,44987,12083,14352,14728,3824
2024-12-25,44715,12016,14260,14651,3788
2024-12-26,44775,11960,14212,14699,3904
2024-12-27,45485,12199,14340,14924,4022
2024-12-28,47874,12915,15035,15587,4337
2024-12-29,49104,13267,15545,15846,4446
2024-12-30,48579,12964,15332,15959,4324
2024-12-31,47799,12728,14948,15911,4212
2025-01-01,45999,12249,14344,15432,3974
2025-01-02,44498,11836,13752,15164,3746
2025-01-03,43758,11706,13455,14939,3658
2025-01-04,44582,11971,13739,15127,3745
2025-01-05,44929,12119,13861,15182,3767
2025-01-06,42174,11359,12879,14562,3374
2025-01-07,39962,10759,12196,13894,3113
2025-01-08,37978,10191,11334,13461,2992
2025-01-09,34934,9520,10097,12661,2656
2025-01-10,34125,9407,9766,12381,2571
2025-01-11,36050,9906,10374,12972,2798
2025-01-12,36824,10040,10665,13198,2921
2025-01-13,34897,9431,10099,12725,2642
2025-01-14,32796,8722,9501,12150,2423
2025-01-15,30613,8058,8825,11581,2149
2025-01-16,28747,7517,8026,11052,2152
2025-01-17,27634,7200,7489,10878,2067
2025-01-18,29241,7754,7960,11298,2229
2025-01-19,29868,7948,8138,11517,2265
2025-01-20,27173,7119,7177,10841,2036
2025-01-21,25814,6709,6764,10403,1938
2025-01-22,24427,6284,6404,9884,1855
2025-01-23,24708,6273,6507,9957,1971
2025-01-24,25762,6460,6923,10243,2136
2025-01-25,28139,7138,7746,10887,2368
2025-01-26,29231,7486,8195,11121,2429
2025-01-27,28065,7200,7779,10876,2210
2025-01-28,26251,6661,7138,10426,2026
2025-01-29,24300,6178,6456,9912,1754
2025-01-30,24110,6095,6357,9905,1753
2025-01-31,26283,6724,7172,10337,2050
2025-02-01,28350,7396,7882,10833,2239
2025-02-02,29281,7635,8187,11058,2401
2025-02-03,28225,7354,7747,10759,2365
2025-02-04,26092,6741,6935,10199,2217
2025-02-05,23683,6041,6076,9533,2033
2025-02-06,21782,5509,5320,9028,1925
2025-02-07,20581,5133,4973,8605,1870
2025-02-08,22757,5724,5801,9147,2085
2025-02-09,24177,6209,6247,9481,2240
2025-02-10,23156,6054,5835,9152,2115
2025-02-11,22174,5792,5521,8848,2013
2025-02-12,20870,5325,5095,8550,1900
2025-02-13,21368,5470,5356,8515,2027
2025-02-14,21429,5458,5358,8570,2043
2025-02-15,24697,6331,6441,9518,2407
2025-02-16,25573,6574,6735,9755,2509
2025-02-17,24098,6186,6297,9272,2343
2025-02-18,23281,5894,5980,9185,2222
2025-02-19,22171,5524,5702,8845,2100
2025-02-20,22075,5583,5547,8884,2061
2025-02-21,22985,5828,5903,9057,2197
2025-02-22,26278,6757,7018,9907,2596
2025-02-23,27822,7202,7530,10343,2747
2025-02-24,26904,6925,7145,10210,2624
2025-02-25,25828,6625,6778,9893,2532
2025-02-26,24995,6383,6503,9650,2459
2025-02-27,24774,6178,6515,9663,2418
2025-02-28,25352,6304,6696,9804,2548
2025-03-01,26857,6709,7229,10170,2749
2025-03-02,28084,7062,7679,10472,2871
2025-03-03,28666,7367,7833,10611,2855
2025-03-04,27839,7233,7474,10394,2738
2025-03-05,27575,7169,7340,10353,2713
2025-03-06,25541,6574,6542,9910,2515
2025-03-07,24046,6013,6033,9625,2375
2025-03-08,26781,6785,6969,10399,2628
2025-03-09,28557,7350,7521,10827,2859
2025-03-10,26721,6843,6780,10423,2675
2025-03-11,26287,6622,6605,10430,2630
2025-03-12,25516,6380,6362,10223,2551
2025-03-13,25249,6198,6344,10155,2552
2025-03-14,25891,6235,6541,10462,2653
2025-03-15,28934,7119,7588,11216,3011
2025-03-16,30144,7468,7961,11568,3147
2025-03-17,28722,7106,7415,11156,3045
2025-03-18,27533,6724,7109,10721,2979
2025-03-19,27176,6571,6989,10623,2993
2025-03-20,26578,6453,6730,10406,2989
2025-03-21,27180,6557,7119,10563,2941
2025-03-22,29890,7386,8019,11277,3208
2025-03-23,31056,7674,8428,11616,3338
2025-03-24,29408,7181,7941,11145,3141
2025-03-25,27786,6700,7450,10714,2922
2025-03-26,25954,6239,6828,10155,2732
2025-03-27,25740,6277,6664,10089,2710
2025-03-28,26854,6536,6989,10463,2866
2025-03-29,29398,7309,7789,11201,3099
2025-03-30,30710,7635,8314,11544,3217
2025-03-31,29235,7329,7702,11184,3020
2025-04-01,28075,6991,7246,11004,2834
2025-04-02,26449,6620,6708,10420,2701
2025-04-03,25861,6550,6541,10141,2629
2025-04-04,25136,6371,6304,9965,2496
2025-04-05,26410,6744,6751,10334,2581
2025-04-06,27393,7005,7067,10596,2725
2025-04-07,25371,6444,6458,10090,2379
2025-04-08,23795,6007,5859,9749,2180
2025-04-09,22139,5573,5321,9231,2014
2025-04-10,21417,5402,5112,9052,1851
2025-04-11,21663,5529,5097,9149,1888
2025-04-12,24006,6160,5998,9754,2094
2025-04-13,25145,6516,6340,10039,2250
2025-04-14,23345,5933,5807,9499,2106
2025-04-15,21576,5346,5349,9055,1826
2025-04-16,20179,4914,4737,8826,1702
2025-04-17,19207,4560,4429,8577,1641
2025-04-18,19073,4537,4407,8439,1690
2025-04-19,20819,5036,5123,8846,1814
2025-04-20,22358,5466,5631,9278,1983
2025-04-21,22395,5471,5650,9252,2022
2025-04-22,20863,4933,5140,8953,1837
2025-04-23,20860,4916,5130,8898,1916
2025-04-24,21338,5133,5278,8970,1957
2025-04-25,22689,5410,5899,9310,2070
2025-04-26,25435,6203,6835,10063,2334
2025-04-27,26939,6615,7442,10361,2521
2025-04-28,25944,6352,7083,10141,2368
2025-04-29,25072,6099,6743,9945,2285
2025-04-30,25110,5995,6796,9978,2341
2025-05-01,23947,5658,6412,9635,2242
2025-05-02,25418,6074,6977,9978,2389
2025-05-03,27061,6551,7507,10433,2570
2025-05-04,28353,6792,7966,10830,2765
2025-05-05,27191,6466,7504,10555,2666
2025-05-06,26913,6415,7441,10423,2634
2025-05-07,26567,6178,7292,10504,2593
2025-05-08,26056,6132,7046,10382,2496
2025-05-09,26289,6158,7207,10315,2609
2025-05-10,28194,6592,7875,10833,2894
2025-05-11,29631,6926,8392,11243,3070
2025-05-12,28337,6613,7960,10859,2905
2025-05-13,27880,6449,7699,10896,2836
2025-05-14,27934,6612,7566,10892,2864
2025-05-15,27476,6492,7486,10731,2767
2025-05-16,27502,6501,7448,10782,2771
2025-05-17,30664,7346,8610,11547,3161
2025-05-18,31719,7685,8908,11808,3318
2025-05-19,31576,7614,8790,11853,3319
2025-05-20,30960,7501,8660,11598,3201
2025-05-21,30177,7387,8348,11323,3119
2025-05-22,30316,7418,8251,11455,3192
2025-05-23,31623,7730,8655,11876,3362
2025-05-24,34423,8645,9479,12579,3720
2025-05-25,36203,9293,9968,12993,3949
2025-05-26,35985,9119,9948,12960,3958
2025-05-27,35771,9051,9934,12878,3908
2025-05-28,34891,8758,9634,12654,3845
2025-05-29,35974,9078,9980,12895,4021
2025-05-30,38477,9838,10859,13501,4279
2025-05-31,41579,10615,11944,14334,4686
2025-06-01,42618,10830,12346,14619,4823
2025-06-02,42528,10861,12318,14553,4796
2025-06-03,42329,10722,12298,14489,4820
2025-06-04,41266,10430,11954,14196,4686
2025-06-05,41733,10465,12111,14343,4814
2025-06-06,42939,10836,12534,14607,4962
2025-06-07,44946,11495,13065,15171,5215
2025-06-08,45430,11600,13251,15294,5285
2025-06-09,44384,11225,12932,14920,5307
2025-06-10,43744,11016,12623,14773,5332
2025-06-11,43214,10921,12407,14741,5145
2025-06-12,43104,10880,12361,14742,5121
2025-06-13,45066,11433,13073,15313,5247
2025-06-14,49058,12644,14390,16404,5620
2025-06-15,50610,13112,15000,16708,5790
2025-06-16,49712,12897,14595,16479,5741
2025-06-17,48304,12597,14178,15968,5561
2025-06-18,47076,12320,13708,15625,5423
2025-06-19,46357,12066,13566,15418,5307
2025-06-20,46149,12022,13594,15118,5415
2025-06-21,47849,12454,14306,15540,5549
2025-06-22,48714,12675,14573,15771,5695
2025-06-23,47324,12219,14174,15363,5568
2025-06-24,46039,11835,13778,15033,5393
2025-06-25,45551,11697,13568,14942,5344
2025-06-26,45053,11505,13360,14899,5289
2025-06-27,45726,11624,13662,15116,5324
2025-06-28,48003,12237,14516,15659,5591
2025-06-29,49130,12535,14950,15970,5675
2025-06-30,47073,11995,14135,15471,5472
2025-07-01,46389,11683,13918,15438,5350
2025-07-02,45409,11413,13552,15214,5230
2025-07-03,43889,10998,13086,14764,5041
2025-07-04,44170,11147,13141,14803,5079
2025-07-05,47236,11922,14308,15569,5437
2025-07-06,48171,12190,14672,15737,5572
2025-07-07,47230,11922,14196,15540,5572
2025-07-08,46862,11833,14071,15503,5455
2025-07-09,46666,11845,13842,15573,5406
2025-07-10,46013,11554,13553,15514,5392
2025-07-11,47345,11952,14138,15796,5459
2025-07-12,49397,12574,14818,16250,5755
2025-07-13,50290,12891,15079,16452,5868
2025-07-14,49771,12674,15120,16192,5785
2025-07-15,49560,12439,15045,16317,5759
2025-07-16,49334,12331,14845,16338,5820
2025-07-17,48805,12231,14679,16209,5686
2025-07-18,49434,12360,14884,16413,5777
2025-07-19,50993,12808,15386,16868,5931
2025-07-20,52366,13131,15839,17238,6158
2025-07-21,50742,12610,15293,16811,6028
2025-07-22,49608,12220,15006,16528,5854
2025-07-23,48902,11918,14755,16526,5703
2025-07-24,48413,11810,14619,16381,5603
2025-07-25,48865,12034,14788,16433,5610
2025-07-26,50761,12623,15409,16953,5776
2025-07-27,51688,12816,15765,17213,5894
2025-07-28,50644,12513,15308,17014,5809
2025-07-29,49791,12419,14917,16782,5673
2025-07-30,49316,12381,14714,16657,5564
2025-07-31,48918,12224,14576,16668,5450
2025-08-01,48904,11991,14662,16767,5484
2025-08-02,50768,12506,15371,17214,5677
2025-08-03,51415,12706,15528,17423,5758
2025-08-04,49606,12114,14741,17116,5635
2025-08-05,48518,11582,14457,16896,5583
2025-08-06,47276,11239,13940,16643,5454
2025-08-07,46131,10943,13512,16459,5217
2025-08-08,45688,10793,13408,16283,5204
2025-08-09,48609,11529,14496,17066,5518
2025-08-10,49236,11776,14772,17177,5511
2025-08-11,47705,11363,14178,16881,5283
2025-08-12,46518,11356,13477,16612,5073
2025-08-13,45480,11113,13130,16371,4866
2025-08-14,44899,10878,13024,16221,4776
2025-08-15,46297,11302,13402,16576,5017
2025-08-16,47995,11708,14008,17077,5202
2025-08-17,48737,12015,14343,17191,5188
2025-08-18,46927,11628,13702,16606,4991
2025-08-19,46009,11391,13463,16462,4693
2025-08-20,44295,10889,12965,15923,4518
2025-08-21,43087,10618,12389,15762,4318
2025-08-22,43726,10765,12792,15843,4326
2025-08-23,46449,11480,13705,16582,4682
2025-08-24,47845,11808,14175,17008,4854
2025-08-25,46455,11407,13734,16634,4680
2025-08-26,45356,11041,13322,16420,4573
2025-08-27,44632,10848,13010,16337,4437
2025-08-28,43891,10571,12717,16295,4308
2025-08-29,44027,10640,12697,16461,4229
2025-08-30,46560,11335,13688,17044,4493
2025-08-31,47582,11625,14014,17353,4590
2025-09-01,45924,11164,13429,16916,4415
2025-09-02,44816,10825,13068,16595,4328
2025-09-03,43402,10383,12594,16138,4287
2025-09-04,42750,10143,12382,16021,4204
2025-09-05,43706,10365,12719,16210,4412
2025-09-06,45958,11015,13626,16684,4633
2025-09-07,46861,11271,13923,16860,4807
2025-09-08,45134,10745,13321,16449,4619
2025-09-09,43312,10338,12520,16075,4379
2025-09-10,42670,10169,12213,15999,4289
2025-09-11,42077,9895,12094,15790,4298
2025-09-12,42732,10118,12339,15995,4280
2025-09-13,45650,10927,13379,16746,4598
2025-09-14,46914,11294,13814,17111,4695
2025-09-15,44623,10640,12912,16551,4520
2025-09-16,42435,10125,12020,15940,4350
2025-09-17,41014,9586,11505,15667,4256
2025-09-18,39670,9309,10752,15425,4184
2025-09-19,39906,9278,10895,15511,4222
2025-09-20,41529,9803,11545,15779,4402
2025-09-21,42068,9937,11750,15949,4432
2025-09-22,39295,9201,10659,15296,4139
2025-09-23,37632,8704,10127,14888,3913
2025-09-24,35625,8231,9351,14354,3689
2025-09-25,34801,8009,9090,14109,3593
2025-09-26,34369,7929,8855,14009,3576
2025-09-27,36082,8482,9410,14414,3776
2025-09-28,36770,8695,9652,14479,3944
2025-09-29,34817,8131,8945,14029,3712
2025-09-30,34240,8033,8747,13811,3649
2025-10-01,32559,7689,8060,13406,3404
2025-10-02,31314,7249,7829,13015,3221
2025-10-03,32270,7455,8239,13235,3341
2025-10-04,32594,7562,8275,13371,3386
2025-10-05,30810,7076,7756,12857,3121
2025-10-06,28465,6389,7006,12216,2854
2025-10-07,27387,5992,6651,11975,2769
2025-10-08,26179,5687,6267,11608,2617
2025-10-09,25749,5662,6060,11425,2602
2025-10-10,25547,5572,5909,11404,2662
2025-10-11,26742,5902,6242,11743,2855
2025-10-12,26874,5920,6219,11817,2918
2025-10-13,25175,5634,5836,11097,2608
2025-10-14,23622,5337,5527,10553,2205
2025-10-15,22513,5070,5164,10118,2161
2025-10-16,21887,4885,5091,9705,2206
2025-10-17,22729,5229,5471,9748,2281
2025-10-18,24808,5800,6239,10276,2493
2025-10-19,25676,6142,6537,10429,2568
2025-10-20,24205,5843,6096,9812,2454
2025-10-21,23263,5630,5901,9351,2381
2025-10-22,21948,5257,5500,8911,2280
2025-10-23,21329,5102,5290,8713,2224
2025-10-24,21831,5351,5503,8663,2314
2025-10-25,24086,6053,6299,9185,2549
2025-10-26,24851,6199,6631,9397,2624
2025-10-27,23348,5825,6080,8983,2460
2025-10-28,23027,5665,6045,8892,2425
2025-10-29,22422,5405,5800,8834,2383
2025-10-30,22110,5379,5835,8598,2298
2025-10-31,22961,5485,6135,9019,2322
2025-11-01,24433,5965,6710,9231,2527
2025-11-02,25419,6297,7034,9432,2656
2025-11-03,24014,5787,6561,9180,2486
2025-11-04,22949,5573,6199,8825,2352
2025-11-05,21560,5150,5766,8472,2172
2025-11-06,21050,4903,5655,8400,2092
2025-11-07,20760,4767,5423,8468,2102
2025-11-08,22416,5297,6035,8830,2254
2025-11-09,22828,5427,6089,8985,2327
2025-11-10,20113,4619,5393,8083,2018
2025-11-11,19009,4216,5039,7799,1955
2025-11-12,18119,3946,4916,7380,1877
2025-11-13,18411,4105,4960,7360,1986
2025-11-14,19796,4519,5458,7731,2088
2025-11-15,21910,5082,6140,8342,2346
2025-11-16,22943,5381,6519,8571,2472
2025-11-17,21432,4848,6012,8284,2288
2025-11-18,20376,4533,5702,8002,2139
2025-11-19,19233,4195,5253,7772,2013
2025-11-20,18886,4158,5060,7710,1958
2025-11-21,20408,4394,5608,8186,2220
2025-11-22,22834,5013,6473,8798,2550
2025-11-23,24070,5363,6902,9101,2704
2025-11-24,23057,5139,6449,8748,2721
2025-11-25,22019,4937,6145,8331,2606
2025-11-26,21900,4871,5992,8403,2634
2025-11-27,21985,4878,6024,8470,2613
2025-11-28,22971,5208,6392,8619,2752
2025-11-29,24793,5684,7106,9110,2893
2025-11-30,25817,5927,7451,9363,3076
2025-12-01,24058,5351,6748,9102,2857
2025-12-02,22833,4849,6243,8996,2745
2025-12-03,21042,4324,5584,8586,2548
2025-12-04,19722,3891,5118,8248,2465
2025-12-05,19709,4004,5072,8229,2404
2025-12-06,21106,4392,5667,8504,2543
2025-12-07,21892,4665,5965,8630,2632
2025-12-08,20013,4110,5328,8122,2453
2025-12-09,18811,3720,4988,7796,2307
2025-12-10,17962,3651,4641,7516,2154
2025-12-11,17785,3542,4616,7476,2151
2025-12-12,19341,4086,5080,7845,2330
2025-12-13,21479,4682,5868,8335,2594
2025-12-14,22590,4946,6307,8602,2735
2025-12-15,20992,4486,5665,8305,2536
2025-12-16,19626,4099,5179,7972,2376
2025-12-17,18708,3887,4838,7758,2225
2025-12-18,17922,3773,4655,7456,2038
2025-12-19,18909,3995,4958,7758,2198
2025-12-20,20378,4360,5468,8156,2394
2025-12-21,21404,4707,5822,8493,2382
2025-12-22,20809,4523,5730,8160,2396
2025-12-23,19973,4207,5510,7899,2357
2025-12-24,20517,4267,5686,8101,2463
2025-12-25,19286,4014,5276,7771,2225
2025-12-26,20217,4254,5572,8076,2315
2025-12-27,22655,4904,6390,8696,2665
2025-12-28,24030,5364,6887,8946,2833
2025-12-29,23134,5180,6493,8729,2732
2025-12-30,23674,5225,6765,8992,2692
2025-12-31,23307,5164,6554,8898,2691
